ID,followers_count,friends_count,listed_count,favourites_count
1279381192140341248,27 ,687 ,0 ,537 ,0
1203153008277762049,118 ,238 ,0 ,232 ,0
263300881,180 ,509 ,6 ,52 ,0
3322886197,171 ,385 ,4 ,184 ,0
612725207,227 ,129 ,0 ,338 ,0
43271433,3693 ,1061 ,103 ,2371 ,0
1244767851187240960,72 ,129 ,0 ,315 ,0
1581839216,46 ,0 ,0 ,0 ,0
35880417,768404 ,3328 ,1890 ,6537 ,0
28003259,10046 ,910 ,222 ,1342 ,0
363422706,4318 ,1089 ,213 ,1968 ,0
22291311,49211 ,535 ,2208 ,15894 ,0
822885298682011648,9271 ,463 ,20 ,2117 ,0
820982287890157568,13147 ,14151 ,63 ,652436 ,0
142613620,736 ,1782 ,1 ,26 ,0
150517593,212507 ,289 ,1001 ,17458 ,0
818656029294690308,31 ,253 ,0 ,503 ,0
632524403,532 ,1539 ,2 ,380 ,0
96497966,103073 ,208 ,2498 ,19329 ,0
53097913,3061 ,4168 ,21 ,18740 ,0
802941816,887 ,471 ,42 ,41 ,0
4860644840,100 ,418 ,0 ,33 ,0
335394590,30304 ,188 ,438 ,142 ,0
2490511826,44881 ,24317 ,555 ,29069 ,0
265485454,102 ,1010 ,0 ,2271 ,0
1289141982,422 ,2394 ,0 ,62 ,0
222243447,66 ,351 ,0 ,32 ,0
26759984,1057322 ,2178 ,7099 ,3190 ,0
23601477,429 ,966 ,1 ,204 ,0
102481836,31220 ,377 ,392 ,289 ,0
57489671,41384 ,904 ,1888 ,62 ,0
856433011881119745,10 ,149 ,0 ,21 ,0
4723155305,182 ,1071 ,2 ,13 ,0
196380368,92 ,368 ,2 ,211 ,0
1265004110,63189 ,1661 ,1859 ,12027 ,0
162101920,97 ,569 ,1 ,160 ,0
15146558,474413 ,666 ,7761 ,77741 ,0
756803143703400448,589 ,4239 ,2 ,6646 ,0
22823850,128189 ,50291 ,523 ,4986 ,0
1131498060335517696,6 ,83 ,0 ,17 ,0
383279148,130 ,464 ,3 ,1252 ,0
158838276,98 ,652 ,0 ,10 ,0
335771771,32798 ,349 ,425 ,1349 ,0
968787311461830657,92 ,795 ,0 ,261 ,0
135507314,340 ,551 ,1 ,1219 ,0
1161130980,163 ,303 ,6 ,0 ,0
1756293416,20825 ,36447 ,81 ,0 ,0
358668093,883 ,943 ,12 ,85 ,0
1085969994721181697,227 ,706 ,1 ,39 ,0
505219769,75242 ,71 ,570 ,30 ,0
1069107257101537282,271 ,2640 ,2 ,0 ,0
2912856773,4405 ,435 ,0 ,260 ,0
821042326298591235,36 ,398 ,0 ,3 ,0
180161878,6 ,113 ,0 ,5 ,0
909749955836940288,98707 ,417 ,1183 ,13234 ,0
823249202494980096,56820 ,7209 ,700 ,6019 ,0
250966338,46863 ,1401 ,875 ,70 ,0
949864566162272256,184 ,713 ,2 ,3586 ,0
44651549,835 ,1151 ,5 ,62379 ,0
27542354,86 ,115 ,0 ,2 ,0
31083978,492474 ,1937 ,2178 ,6589 ,0
27294328,47523 ,305 ,255 ,207373 ,0
870437666155749376,409 ,142 ,2 ,1 ,0
2424569809,117561 ,342 ,926 ,4743 ,0
3901216521,308 ,765 ,1 ,12 ,0
15111011,651036 ,75 ,4094 ,233 ,0
63379833,59 ,112 ,2 ,26 ,0
986405807993614337,23 ,226 ,0 ,0 ,0
1229927158044413952,960 ,4985 ,0 ,361 ,0
263045701,72 ,145 ,0 ,12 ,0
780481670,482 ,959 ,0 ,3623 ,0
1002973692,1338 ,544 ,16 ,8422 ,0
855281046,6412 ,951 ,117 ,21005 ,0
19212622,806608 ,644 ,5313 ,424 ,0
2482300753,164 ,252 ,4 ,8 ,0
48611962,92 ,161 ,0 ,111 ,0
25762392,18095 ,17176 ,463 ,9525 ,0
2793141549,1196 ,2762 ,0 ,281 ,0
306331399,4644 ,5259 ,4 ,717651 ,0
172856525,1794 ,2011 ,106 ,46 ,0
114942930,2695 ,457 ,36 ,1424 ,0
4816835131,2543 ,796 ,23 ,1260 ,0
929307181970751488,1423 ,4394 ,2 ,3902 ,0
3708275903,105525 ,14698 ,1350 ,157298 ,0
1704910442,1603 ,1626 ,1 ,6379 ,0
1028703485351657472,296 ,1592 ,0 ,103 ,0
276017435,148 ,176 ,1 ,822 ,0
1561463168,12704 ,12134 ,90 ,64645 ,0
927325603589652482,2824 ,4569 ,4 ,152027 ,0
1290278957556748288,58 ,475 ,0 ,726 ,0
385689121,8458 ,7347 ,38 ,229148 ,0
2316350382,4055 ,4102 ,8 ,64963 ,0
1295987813742260224,13 ,68 ,0 ,15 ,0
929823128259387392,346654 ,2424 ,1473 ,32922 ,0
978659117949734913,559 ,628 ,0 ,2069 ,0
1361349590,1059 ,2315 ,33 ,14475 ,0
1297408867882737665,43 ,205 ,0 ,266 ,0
7407252,1824 ,2596 ,61 ,7268 ,0
1654022383,58075 ,59161 ,264 ,2449 ,0
17519586,15671 ,266 ,401 ,965 ,0
79600466,31024 ,22703 ,80 ,16487 ,0
1176434570062962690,322 ,655 ,0 ,1395 ,0
820733384360083456,10542 ,237 ,190 ,259 ,0
112588650,7645 ,4032 ,19 ,70919 ,0
141708185,519 ,1138 ,2 ,9223 ,0
17856201,6918 ,2617 ,255 ,17306 ,0
1173293119938420736,920 ,4306 ,3 ,711 ,0
521324533,879 ,3727 ,0 ,279 ,0
60363134,6609 ,899 ,203 ,1420 ,0
1270684470006480898,94 ,296 ,0 ,12 ,0
1300077097206067200,19 ,149 ,0 ,21 ,0
14428773,227 ,301 ,10 ,0 ,0
2529508861,178132 ,75028 ,240 ,3 ,0
16717501,2536491 ,302 ,7003 ,38 ,0
1949134303,19 ,109 ,0 ,0 ,0
43568964,4303462 ,48 ,4364 ,30363 ,0
58913261,3211602 ,195 ,1794 ,1493 ,0
8876152,10848 ,727 ,219 ,11181 ,0
368995538,369388 ,27 ,293 ,1881 ,0
166638326,3546 ,99 ,141 ,471 ,0
1630709755,40229 ,2257 ,310 ,217383 ,0
19170595,2947 ,2491 ,130 ,5198 ,0
828302764371542016,41166 ,41330 ,43 ,48950 ,0
2714761154,112 ,826 ,1 ,527 ,0
613698314,1527 ,542 ,50 ,125 ,0
1488191750,252 ,2180 ,1 ,17 ,0
464080320,20 ,86 ,0 ,84 ,0
305152284,1276 ,91 ,5 ,2 ,0
1096766566279073792,31231 ,30856 ,243 ,129991 ,0
849643892714622976,8695 ,9414 ,1 ,17894 ,0
1294406542586937349,0 ,8 ,0 ,0 ,0
372492884,207960 ,93 ,190 ,373 ,0
33019081,153 ,1189 ,5 ,113 ,0
153931251,1791 ,3056 ,4 ,505 ,0
261324356,2005 ,385 ,103 ,1046 ,0
25458378,1079310 ,902297 ,9384 ,1383 ,0
921794102,1187 ,990 ,25 ,9181 ,0
86944266,2726 ,949 ,36 ,38898 ,0
701826000313827328,14136 ,13589 ,575 ,12305 ,0
112723458,26 ,101 ,0 ,543 ,0
21104432,243207 ,1053 ,1371 ,658 ,0
1281194679900364805,0 ,24 ,0 ,20 ,0
1026945857382432768,748 ,1226 ,0 ,2055 ,0
102206444,13798 ,11429 ,512 ,11735 ,0
48779007,2308 ,896 ,65 ,414 ,0
405031310,668 ,1945 ,1 ,2590 ,0
1185731504179154944,89 ,420 ,0 ,4862 ,0
3408565337,8513 ,8929 ,60 ,9849 ,0
1103027319478931456,389 ,525 ,2 ,10536 ,0
901352038344294400,4588 ,2815 ,38 ,156863 ,0
878217488491835396,1617 ,3320 ,10 ,85190 ,0
3344030596,630 ,455 ,5 ,41513 ,0
15484511,310 ,2201 ,2 ,3075 ,0
107646921,27459 ,956 ,95 ,3908 ,0
972414750,1811 ,2321 ,42 ,24064 ,0
964975404837728257,9061 ,2339 ,81 ,47955 ,0
577749405,2087 ,2008 ,38 ,139798 ,0
819798928837120000,10324 ,235 ,150 ,162 ,0
48601239,408 ,407 ,6 ,446 ,0
4867340667,341 ,169 ,1 ,5998 ,0
114737772,9348 ,45 ,52 ,2300 ,0
797914811975761920,13552 ,12410 ,5 ,175670 ,0
76906787,3445 ,566 ,29 ,835 ,0
3918653537,68 ,208 ,8 ,171 ,0
16533433,4289 ,659 ,83 ,77 ,0
877963543802413058,259 ,597 ,3 ,9785 ,0
1205977536,1778 ,113 ,32 ,7689 ,0
375717193,3482 ,876 ,116 ,1545 ,0
972710657295601664,436 ,652 ,0 ,160 ,0
226197382,1186 ,1816 ,62 ,201 ,0
955602431995469825,1244 ,1743 ,22 ,28 ,0
2216286580,5385 ,4008 ,144 ,24791 ,0
159535879,582 ,390 ,0 ,2258 ,0
2664667260,89364 ,81504 ,836 ,49 ,0
952670315695386624,3986 ,3797 ,16 ,5930 ,0
82591098,6134 ,235 ,245 ,4583 ,0
775135464982405120,745 ,1074 ,1 ,11171 ,0
1146143548301090816,11 ,460 ,0 ,3909 ,0
192990889,2013 ,1644 ,66 ,39324 ,0
1287400783781277696,37 ,239 ,0 ,2156 ,0
1176612787,308 ,433 ,6 ,5927 ,0
1270463361860370432,7 ,133 ,0 ,104 ,0
571585106,828 ,2895 ,31 ,1163 ,0
79570653,7232 ,977 ,452 ,40908 ,0
860095460714917888,841 ,1766 ,4 ,45472 ,0
709240690337775617,5303 ,5566 ,5 ,2626 ,0
187932246,577 ,405 ,1 ,1390 ,0
3088952271,9031 ,9470 ,17 ,1734 ,0
2365502939,85 ,314 ,4 ,1129 ,0
541102485,284130 ,21 ,332 ,334 ,0
2994005885,5503 ,4618 ,98 ,3109 ,0
34634514,5247 ,359 ,74 ,35 ,0
1314758166,924 ,3433 ,57 ,4595 ,0
3409912846,19582 ,16095 ,26 ,38309 ,0
2383882980,74619 ,10903 ,1013 ,97783 ,0
413292199,447 ,824 ,28 ,8 ,0
138478079,19525 ,13040 ,223 ,44 ,0
924705143131705345,31 ,89 ,0 ,1666 ,0
372404013,2849 ,115 ,53 ,1318 ,0
2305322202,3245 ,3146 ,381 ,38185 ,0
67116171,47 ,73 ,0 ,163 ,0
816837801098575872,70 ,141 ,0 ,24 ,0
54641840,261 ,2011 ,3 ,8555 ,0
9567972,444133 ,553 ,6617 ,40 ,0
125742168,3770 ,4672 ,83 ,4758 ,0
1022476273669615616,1019 ,2650 ,0 ,33287 ,0
1184903794175463428,10 ,105 ,0 ,1467 ,0
1076266828215828480,26 ,59 ,0 ,9 ,0
21675256,74947 ,905 ,2716 ,7279 ,0
481900641,1860 ,465 ,34 ,846 ,0
1926560114,1546 ,1137 ,57 ,1323 ,0
1300394592932712448,0 ,22 ,0 ,16 ,0
936886449915404290,524 ,4970 ,3 ,556 ,0
754677774703472640,6387 ,4835 ,10 ,89100 ,0
25298261,100435 ,3832 ,1637 ,612 ,0
187071749,159 ,327 ,1 ,45972 ,0
22067520,4867 ,906 ,34 ,3330 ,0
3241545808,64 ,162 ,0 ,3004 ,0
1117856806699712514,137 ,2818 ,0 ,421 ,0
92130777,104 ,454 ,1 ,972 ,0
272576241,19098 ,19739 ,23 ,6212 ,0
990678392101134336,603 ,853 ,0 ,10450 ,0
875633567350505474,0 ,57 ,0 ,95 ,0
343725188,2780 ,4948 ,5 ,101800 ,0
202847934,434 ,2115 ,31 ,237 ,0
3100110886,233 ,1519 ,13 ,1205 ,0
1037082997730627584,7595 ,8101 ,3 ,9713 ,0
1263197415412305920,0 ,39 ,0 ,12 ,0
184917701,1123 ,4945 ,29 ,15116 ,0
31063958,31515 ,7693 ,1463 ,371 ,0
14466594,350 ,640 ,1 ,37439 ,0
795352771608219648,10959 ,8809 ,11 ,23428 ,0
3288284739,774 ,774 ,3 ,339 ,0
185277702,3679 ,565 ,122 ,1017 ,0
4595195077,19 ,81 ,0 ,38 ,0
1283681182895476736,0 ,30 ,0 ,3 ,0
19765395,891 ,3699 ,6 ,43132 ,0
917714495224582144,2682 ,550 ,31 ,427 ,0
24691376,1647822 ,1536 ,4413 ,14087 ,0
1017148148853157890,315 ,498 ,2 ,1398 ,0
29852174,5741 ,67 ,148 ,538 ,0
4162372697,10816 ,10614 ,6 ,44666 ,0
1355770982,70061 ,557 ,1689 ,4594 ,0
31505730,31992 ,697 ,475 ,21 ,0
2464084794,882 ,1602 ,0 ,3701 ,0
492348145,2215 ,1712 ,78 ,360 ,0
21534951,145085 ,1278 ,2425 ,470 ,0
1299978321049071616,4 ,151 ,0 ,1 ,0
1615681266,23101 ,24637 ,1 ,116556 ,0
884777467566854144,24000 ,18252 ,3 ,33048 ,0
1189563701915013120,150 ,374 ,0 ,37 ,0
764313049,950 ,657 ,23 ,150 ,0
310875875,242 ,325 ,3 ,9 ,0
3675995734,5047 ,374 ,123 ,239 ,0
1198655781450723328,31 ,164 ,0 ,78 ,0
177458594,3740 ,3955 ,154 ,15846 ,0
3009098673,861 ,1268 ,2 ,29507 ,0
22976726,1319 ,675 ,65 ,133 ,0
48285146,608 ,989 ,0 ,369 ,0
254775271,1443 ,4990 ,5 ,2009 ,0
945200381100879872,127843 ,13 ,592 ,30024 ,0
176682430,273 ,257 ,3 ,14 ,0
78976775,12391 ,1697 ,89 ,5449 ,0
1293222122341318658,34 ,129 ,0 ,4804 ,0
184277907,52127 ,63893 ,313 ,35559 ,0
558341132,24161 ,9283 ,555 ,647309 ,0
177295167,5124 ,1855 ,64 ,29 ,0
1272204344763400192,147 ,2817 ,0 ,17435 ,0
17981211,243 ,412 ,30 ,2285 ,0
1296437137529765888,1 ,68 ,0 ,23 ,0
28362458,776 ,154 ,33 ,71 ,0
4580855894,40 ,357 ,1 ,1692 ,0
42441516,1604 ,1507 ,48 ,111312 ,0
1009456255574814722,853 ,2010 ,0 ,163929 ,0
39476144,1552 ,191 ,39 ,317 ,0
56310925,21979 ,21971 ,12 ,68686 ,0
367703310,230225 ,254 ,753 ,1473 ,0
62323194,557 ,888 ,20 ,1226 ,0
25937737,138516 ,2204 ,1528 ,2859 ,0
2289940280,130 ,320 ,5 ,338 ,0
1175076948999098374,12 ,66 ,0 ,111 ,0
142523508,998 ,2092 ,0 ,23084 ,0
1220435841920765956,207 ,789 ,0 ,427 ,0
897849118072209408,419 ,39 ,14 ,14 ,0
123921474,1281 ,4354 ,5 ,56436 ,0
790580180129607680,3527 ,2282 ,30 ,4 ,0
882152645011681280,1822 ,1658 ,8 ,118980 ,0
986443576698531841,37640 ,37953 ,11 ,42466 ,0
2817901389,341 ,4967 ,0 ,238 ,0
949695552014266368,61 ,139 ,0 ,8 ,0
249788132,523 ,2185 ,4 ,11607 ,0
15014877,185 ,722 ,5 ,514 ,0
731987362746630148,818 ,370 ,12 ,27975 ,0
18130686,111556 ,2345 ,1967 ,1057 ,0
897169097536008193,17917 ,18366 ,2 ,212059 ,0
3408032129,1449 ,1512 ,80 ,1878 ,0
27699644,37628 ,2842 ,1254 ,16836 ,0
157903916,5992864 ,331 ,397 ,4668 ,0
16473793,200588 ,210402 ,981 ,148520 ,0
906181962607583232,13634 ,224 ,159 ,5832 ,0
348931067,5043 ,5539 ,12 ,34972 ,0
142629071,169 ,407 ,3 ,319 ,0
1209665483839983617,1 ,103 ,0 ,11 ,0
1070288432,57 ,31 ,0 ,0 ,0
826095126380285953,12097 ,13303 ,20 ,419900 ,0
316704663,1819 ,1499 ,11 ,2901 ,0
70105115,59 ,242 ,2 ,11 ,0
293371588,2763 ,2218 ,11 ,1134 ,0
1205638538,294 ,1734 ,11 ,76875 ,0
15450660,71125 ,2514 ,1745 ,33679 ,0
110454626,2255 ,182 ,81 ,1062 ,0
744427012610207744,207 ,193 ,1 ,14033 ,0
839420851099471873,113592 ,48 ,904 ,43513 ,0
2714415537,735 ,2356 ,5 ,48661 ,0
3047175900,2918 ,3653 ,0 ,0 ,0
188538395,100 ,450 ,0 ,1515 ,0
525824056,305 ,244 ,1 ,1402 ,0
884962797112537088,2013 ,5001 ,0 ,4822 ,0
14085070,292898 ,1595 ,6187 ,541 ,0
739456217609842689,360 ,1707 ,0 ,136 ,0
1300181192684253184,10 ,324 ,0 ,1 ,0
291152644,10601 ,1148 ,385 ,2223 ,0
251171643,448 ,144 ,35 ,13356 ,0
1299279064499458049,189 ,380 ,0 ,108 ,0
968157569536606209,61 ,965 ,0 ,206 ,0
1016757283513077765,317 ,224 ,7 ,1005 ,0
3672774861,101724 ,36 ,123 ,15 ,0
2450551725,5641 ,6197 ,4 ,22354 ,0
259889737,3902 ,3677 ,17 ,17886 ,0
50279781,669049 ,31 ,1976 ,139 ,0
267449695,172998 ,107655 ,2063 ,1069 ,0
50544680,206455 ,300 ,732 ,893 ,0
50596697,1513 ,3152 ,51 ,15146 ,0
170076267,3634 ,1788 ,16 ,308 ,0
999829952,350 ,933 ,1 ,15223 ,0
1230053851748634624,16 ,739 ,0 ,1 ,0
177070843,30558 ,1427 ,651 ,7150 ,0
1905899005,70 ,111 ,1 ,28572 ,0
54361812,41884 ,580 ,704 ,18 ,0
927406221518430208,225 ,4994 ,0 ,5532 ,0
37449890,411 ,627 ,8 ,5799 ,0
1120135848,134606 ,352 ,430 ,239 ,0
81915976,1600 ,3763 ,71 ,22207 ,0
169880063,9190 ,188 ,46 ,516 ,0
44374015,676 ,1573 ,3 ,4222 ,0
19910847,21500 ,755 ,541 ,2397 ,0
868485978,930 ,2478 ,20 ,225 ,0
14439168,22987 ,2192 ,1413 ,113173 ,0
1240896471022604288,43 ,205 ,0 ,0 ,0
457635380,9953 ,499 ,300 ,3650 ,0
460470940,120142 ,2350 ,3060 ,26657 ,0
2298929849,600 ,2472 ,0 ,657 ,0
52883022,6775 ,1611 ,70 ,11531 ,0
18432855,29582 ,2580 ,297 ,634 ,0
28178127,71724 ,213 ,1358 ,117 ,0
1241066133253431302,139 ,246 ,0 ,374 ,0
2591550350,4203 ,139 ,19 ,10332 ,0
1244944686470447104,66 ,468 ,0 ,70 ,0
513338966,930 ,325 ,7 ,909 ,0
165473091,85 ,2101 ,1 ,7626 ,0
724243913012305920,627 ,3304 ,4 ,4803 ,0
1232819473,1980 ,688 ,21 ,2207 ,0
452675201,481 ,1145 ,13 ,7456 ,0
3058232966,70845 ,543 ,228 ,5098 ,0
198967539,33630 ,2028 ,242 ,155173 ,0
551530699,58 ,285 ,1 ,699 ,0
21316419,6615 ,7167 ,60 ,91258 ,0
860171274177400832,697 ,2015 ,2 ,1583 ,0
17570773,914 ,2220 ,14 ,150933 ,0
38212424,23 ,862 ,0 ,49 ,0
321357159,2373 ,1040 ,54 ,11505 ,0
3357503057,2150735 ,10 ,439 ,238 ,0
32962264,1656 ,3894 ,39 ,830 ,0
4834539484,6938 ,5 ,0 ,248 ,0
23869207,7590 ,2452 ,240 ,7254 ,0
17876053,268 ,3325 ,35 ,1870 ,0
1646750426,19213 ,2969 ,78 ,10457 ,0
14854490,642093 ,358 ,138 ,1552 ,0
465048664,64 ,2868 ,0 ,6 ,0
64798737,1957933 ,1082 ,6702 ,1249 ,0
18868201,16931 ,2543 ,450 ,7 ,0
28059375,513 ,3274 ,24 ,20850 ,0
106516107,454 ,310 ,5 ,1337 ,0
3183242166,57298 ,994 ,33 ,7719 ,0
35212119,30 ,994 ,0 ,29 ,0
13784642,785806 ,383 ,7875 ,2009 ,0
1239840001225101312,3 ,38 ,0 ,36 ,0
2803313564,313 ,1645 ,4 ,924 ,0
1278103715187228672,201 ,620 ,0 ,0 ,0
1565684575,3830 ,4199 ,53 ,557 ,0
1261798452033318912,63 ,881 ,0 ,3662 ,0
49184499,72621 ,252 ,731 ,1802 ,0
29546945,1031839 ,111 ,5662 ,61 ,0
47788217,3920 ,4995 ,9 ,231045 ,0
3023951728,5077 ,2355 ,24 ,30310 ,0
288277167,476028 ,999 ,3914 ,123447 ,0
949898869,19075 ,5216 ,269 ,254030 ,0
1138096040685514753,452 ,1213 ,1 ,2316 ,0
3716093114,28 ,102 ,0 ,9 ,0
337405519,123320 ,277 ,1228 ,500 ,0
2213965873,5808 ,8802 ,16 ,0 ,0
357916553,17231 ,11085 ,343 ,84281 ,0
207648877,26153 ,1679 ,148 ,3973 ,0
128397448,592 ,336 ,28 ,14 ,0
53106875,1442025 ,525 ,2745 ,2938 ,0
1267653252864229389,12 ,625 ,0 ,5008 ,0
275401598,12873 ,379 ,40 ,21697 ,0
681473,16099 ,714 ,1123 ,22867 ,0
3097268181,1659 ,4964 ,0 ,6841 ,0
2265887695,822 ,760 ,5 ,2216 ,0
6935872,302 ,176 ,19 ,6 ,0
1182048381969018884,16190 ,16377 ,10 ,14888 ,0
1182205872,274 ,322 ,4 ,45 ,0
3167415256,5011 ,203 ,22 ,6333 ,0
1237101656610873347,1082 ,2602 ,0 ,1535 ,0
144195135,231 ,496 ,34 ,2383 ,0
1967889907,51017 ,959 ,626 ,388 ,0
841376530697715712,409 ,3536 ,1 ,11424 ,0
711703437092724736,24 ,986 ,0 ,13162 ,0
123448384,2310 ,4671 ,1 ,18120 ,0
117777690,2427056 ,2832 ,6907 ,774 ,0
78210952,6375 ,1472 ,194 ,284 ,0
1128370061264203776,16 ,255 ,0 ,24 ,0
16787084,66416 ,2084 ,1909 ,3805 ,0
140331083,12957 ,311 ,269 ,887 ,0
60030199,967 ,1494 ,34 ,38 ,0
18886072,3437 ,3015 ,108 ,3587 ,0
592815048,879 ,372 ,7 ,2273 ,0
798804345269538816,549 ,1734 ,6 ,266 ,0
183649547,3612 ,4974 ,2 ,10826 ,0
4774583973,364103 ,601 ,349 ,4558 ,0
1121239101431148544,324 ,1900 ,0 ,22 ,0
4302047181,388 ,552 ,13 ,32788 ,0
3096522346,107 ,130 ,0 ,247 ,0
156407255,5840 ,1014 ,244 ,15390 ,0
976398838956199936,130 ,4784 ,0 ,1461 ,0
168322273,5389 ,3265 ,135 ,13869 ,0
2838854170,458 ,1873 ,1 ,7666 ,0
61084342,60896 ,718 ,128 ,54892 ,0
2801645334,2289 ,2861 ,228 ,10538 ,0
343694677,8038 ,8188 ,1 ,22218 ,0
3224616765,323872 ,453 ,3922 ,620 ,0
739170513776455680,3283 ,214 ,41 ,161 ,0
100071601,451 ,4989 ,0 ,17549 ,0
4219627978,13 ,453 ,0 ,13 ,0
305348622,328 ,167 ,5 ,31925 ,0
586330022,75 ,256 ,0 ,54 ,0
870215523618967552,239 ,1804 ,2 ,3520 ,0
337985000,3802 ,1919 ,107 ,69317 ,0
44124023,199 ,662 ,1 ,3682 ,0
1110729902439849984,1750 ,2980 ,9 ,8992 ,0
764027078815514624,563 ,4214 ,14 ,22 ,0
22167996,128644 ,2747 ,1693 ,4814 ,0
323217328,2915 ,4917 ,0 ,56403 ,0
2477284284,25232 ,855 ,30 ,2829 ,0
32688098,1694574 ,4 ,3848 ,11 ,0
89171475,8400 ,3 ,96 ,156 ,0
51147094,2891 ,584 ,35 ,6477 ,0
1098081385355587587,443 ,1428 ,0 ,2092 ,0
22261459,3278 ,1638 ,173 ,10 ,0
2152783748,440 ,4999 ,15 ,6471 ,0
228872611,79317 ,1474 ,150 ,186484 ,0
15820958,23300 ,1557 ,105 ,5256 ,0
2861423605,5486 ,1666 ,35 ,91943 ,0
1140843452,1644 ,2980 ,5 ,139 ,0
897602574387339266,36 ,25 ,0 ,3669 ,0
596661417,7741 ,893 ,190 ,17 ,0
904993701390376961,90 ,1710 ,0 ,8353 ,0
2445499819,1096 ,1093 ,42 ,167 ,0
57955878,3924 ,2829 ,182 ,1599 ,0
28601983,293545 ,10542 ,2085 ,241 ,0
51689310,60482 ,699 ,1763 ,11011 ,0
1262472345245102086,18246 ,0 ,14 ,1899 ,0
711613839033425920,185 ,287 ,2 ,274 ,0
1155532653812211718,70 ,1489 ,0 ,3 ,0
829440869027700743,206 ,1640 ,0 ,7 ,0
1715442565,2654 ,883 ,24 ,3763 ,0
352455834,2 ,240 ,0 ,63 ,0
15651700,555898 ,3337 ,17054 ,28501 ,0
209674543,65938 ,16989 ,937 ,12637 ,0
725968292410712064,11816 ,71 ,4 ,6470 ,0
2598375818,329 ,53 ,4 ,0 ,0
1253970624,150 ,1294 ,0 ,11371 ,0
23836537,22492 ,1320 ,705 ,513 ,0
806563676115247104,4915 ,2840 ,7 ,69821 ,0
28627493,453 ,449 ,7 ,1640 ,0
2419779335,573 ,3725 ,6 ,15248 ,0
1051830637169176576,112 ,1578 ,1 ,8852 ,0
23684106,421 ,151 ,9 ,160 ,0
801617224607924225,497 ,793 ,2 ,23742 ,0
2512549386,392 ,741 ,7 ,26 ,0
119003138,16632 ,305 ,319 ,477 ,0
19793281,3347 ,756 ,146 ,103577 ,0
517205300,808 ,866 ,14 ,12882 ,0
388555493,253172 ,11 ,2594 ,65 ,0
858489417484382208,18 ,196 ,0 ,261 ,0
1248556300017025025,73 ,615 ,0 ,4 ,0
439821535,4165 ,829 ,116 ,9146 ,0
4049765829,1976 ,4990 ,0 ,1461 ,0
857500856,49007 ,410 ,20 ,1 ,0
954586743226892289,114 ,239 ,1 ,2000 ,0
1164406731964702720,8791 ,7349 ,3 ,66 ,0
19476830,4648 ,1256 ,214 ,644 ,0
482801116,6204 ,6641 ,1 ,34363 ,0
1292056509220892672,0 ,101 ,0 ,9 ,0
43412697,129241 ,2158 ,2833 ,36433 ,0
8087132,355 ,1192 ,12 ,5020 ,0
27941766,25147 ,1190 ,1064 ,12970 ,0
782952085,497 ,1274 ,0 ,10526 ,0
234088034,249377 ,226549 ,1058 ,1646 ,0
943040706284867584,11 ,125 ,0 ,104 ,0
1264353400784904199,898 ,1951 ,1 ,779 ,0
21402896,2253 ,555 ,159 ,706 ,0
1077525613,3327 ,178 ,95 ,163 ,0
2616124502,2603 ,4868 ,1 ,33485 ,0
1271095880913952769,3065 ,5004 ,0 ,9967 ,0
1191755972726779906,720 ,567 ,7 ,230 ,0
3729064335,306 ,744 ,6 ,2119 ,0
173195708,2672077 ,872 ,5644 ,25475 ,0
351858786,1952 ,3760 ,2 ,14512 ,0
1216872631,130 ,46 ,3 ,13 ,0
1482304957,374319 ,67 ,1327 ,0 ,0
30050899,147140 ,3768 ,4586 ,5006 ,0
16012732,22986 ,5461 ,1092 ,1315 ,0
106180261,71 ,514 ,0 ,244 ,0
3222744244,4366 ,16820 ,218 ,71 ,0
501060187,10712 ,7730 ,156 ,19231 ,0
175804918,15766 ,993 ,14 ,2602 ,0
547690631,1617 ,185 ,33 ,23676 ,0
277915276,1533 ,2268 ,6 ,12193 ,0
17967925,287516 ,3453 ,4076 ,12485 ,0
1267889275,9135 ,6993 ,13 ,310 ,0
19478716,8729 ,2011 ,515 ,1448 ,0
949094672,1177 ,2757 ,3 ,14215 ,0
1319911440,309 ,336 ,10 ,31757 ,0
374092122,120 ,533 ,1 ,1286 ,0
1693757264,251 ,314 ,1 ,9578 ,0
1218324518512414721,87 ,155 ,0 ,1379 ,0
21316253,238020 ,5703 ,4306 ,84 ,0
1106262387106238464,22 ,184 ,0 ,135 ,0
1148643824891133952,132113 ,20 ,325 ,28 ,0
95253152,189 ,2124 ,1 ,5450 ,0
163178478,314 ,133 ,0 ,1645 ,0
796435297,184887 ,72878 ,1060 ,185591 ,0
354274831,12 ,2873 ,2 ,12 ,0
2333746736,1314 ,585 ,7 ,27862 ,0
270797700,73417 ,852 ,537 ,2814 ,0
1294005261418602496,234 ,85 ,0 ,102 ,0
54554456,37925 ,2024 ,1095 ,5178 ,0
81063712,1361497 ,100 ,1984 ,1374 ,0
1298900888732315652,0 ,46 ,0 ,2 ,0
3017412700,38225 ,390 ,581 ,13146 ,0
1186093228136783873,276 ,1589 ,0 ,4 ,0
323353876,3034 ,438 ,84 ,924 ,0
788520866023870468,228494 ,93 ,247 ,2635 ,0
555122091,67 ,236 ,0 ,67 ,0
2429962251,39 ,105 ,1 ,7724 ,0
89059001,156736 ,10778 ,206 ,24541 ,0
2204774044,5 ,373 ,0 ,58 ,0
146002037,48285 ,537 ,187 ,10006 ,0
895395649096740865,509 ,3530 ,0 ,53 ,0
