Id,Label,timeset,name,follower count,friends count,indegree,outdegree,Degree,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighted indegree,weighted outdegree,Weighted Degree,clustering
19272244,0,,LILJON,918902,4173,1,0,1,0.00083,0,0,0,0,1,0,1,0
263939125,1,,Erica Kane Burton,8646,1145,0,7,7,0.000359,3,0.6,0.711111,0,0,7,7,0
19397785,0,,Oprah Winfrey,43256423,313,3,0,3,0.000896,0,0,0,0,3,0,3,0
245065992,0,,preston,1771049,975,1,0,1,0.000557,0,0,0,0,1,0,1,0
861742895036080129,1,,Sandra Villegas,169,6,1,0,1,0.000478,0,0,0,0,1,0,1,0
30495613,0,,Andrea Russett,7207155,7345,1,0,1,0.000399,0,0,0,0,1,0,1,0
272523714,0,,Bianca Vega,781,404,1,0,1,0.000486,0,0,0,0,1,0,1,0
888121704555266049,0,,Josh,1597139,48,2,0,2,0.000561,0,0,0,0,2,0,2,0
2228878592,0,,Andrew Yang:billed_cap::United_States:,1650904,6988,3,2,5,0.000737,1,1,1,0.000002,3,2,5,0
811941728,0,,FashionNova,158598,2,1,0,1,0.000478,0,0,0,0,1,0,1,0
1265300412216815616,1,,addisonswedberg,5,27,0,2,2,0.000359,3,0.538462,0.619048,0,0,2,2,0
1072993274,0,,Prakash Javadekar,2387883,370,0,1,1,0.000359,1,1,1,0,0,1,1,0
1260569394310197250,0,,MrGoodVibes,20,223,0,3,3,0.000359,1,1,1,0,0,3,3,0
60854650,0,,Birmingham City FC,338830,45,1,0,1,0.000399,0,0,0,0,1,0,1,0
2279776304,0,,Giannis Ugo Antetokounmpo,1256766,54,1,0,1,0.00044,0,0,0,0,1,0,1,0
45887164,0,,WeTheBestMusic,76299,1969,1,0,1,0.000682,0,0,0,0,1,0,1,0
971830843713949697,1,,NOoR MiNaJ:red_heart:,618,4440,0,2,2,0.000359,1,1,1,0,0,2,2,0
34296488,1,,QuaShawna,809,1174,1,0,1,0.00043,0,0,0,0,1,0,1,0
20265254,0,,NEW YORK KNICKS,2169954,214,1,0,1,0.000682,0,0,0,0,1,0,1,0
106823281,0,,John Morrison,1053279,895,1,0,1,0.000521,0,0,0,0,1,0,1,0
2884909108,0,,RAVON,43902,1049,1,0,1,0.000399,0,0,0,0,1,0,1,0
183349235,0,,$how$toppa Ent.,5239,5804,1,0,1,0.000486,0,0,0,0,1,0,1,0
1092589796877320192,0,,Amiracle,47,879,0,1,1,0.000359,1,1,1,0,0,1,1,0
1089628234075987969,0,,2021Legend :prince_dark_skin_tone:,58,56,0,1,1,0.000359,1,1,1,0,0,1,1,0
34331045,0,,Dherbs,19337,2179,1,1,2,0.000405,1,1,1,0,1,1,2,0
1039833297751302144,1,,Whale Alert,255740,19,1,1,2,0.000417,1,1,1,0.000001,1,1,2,0
34613288,0,,Arsenal,16165603,151752,2,0,2,0.000582,0,0,0,0,2,0,2,0
446417791,1,,Anthony M. Falcon,290,1997,0,1,1,0.000359,1,1,1,0,0,1,1,0
32660559,0,,Wizkid,7025632,1444,3,1,4,0.000737,1,1,1,0.000001,3,1,4,0
1147419414511460352,1,,Michelle GRIFFIN,11,483,0,3,3,0.000359,1,1,1,0,0,3,3,0
248900032,0,,Earvin Magic Johnson,4978398,213,1,1,2,0.000405,1,1,1,0,1,1,2,0
1249889062233747456,0,,lisis,2,122,0,3,3,0.000359,1,1,1,0,0,3,3,0
1149206376,1,,msnoloveyella,19,246,0,1,1,0.000359,1,1,1,0,0,1,1,0
21278412,0,,Fabolous,4131414,871,1,0,1,0.000796,0,0,0,0,1,0,1,0
1686815630,1,,Brendan Flynn,123,153,0,1,1,0.000359,1,1,1,0,0,1,1,0
83708220,1,,Louise Scott,45,153,0,2,2,0.000359,1,1,1,0,0,2,2,0
166747718,0,,"Tyler, The Creator",8610210,109,3,0,3,0.00124,0,0,0,0,3,0,3,0
20566864,0,,PROSTYLE,637778,827,2,6,8,0.000844,3,0.666667,0.783333,0.000006,2,6,8,0
726233265552654336,1,,Heather,2367,2278,1,0,1,0.000399,0,0,0,0,1,0,1,0
1269637164049952770,0,,summer,3,52,0,8,8,0.000359,2,0.681818,0.766667,0,0,8,8,0.017857
140118545,0,,Elizabeth Windsor,1568625,0,1,0,1,0.000735,0,0,0,0,1,0,1,0
23827692,0,,comedycentral,1604621,6514,1,0,1,0.000796,0,0,0,0,1,0,1,0
177788602,1,,Young Monop,27075,22030,0,2,2,0.000359,2,0.666667,0.75,0,0,2,2,0
373157754,1,,Anonymous :black_cat:,6109575,699,1,0,1,0.000399,0,0,0,0,1,0,1,0
23375688,0,,Selena Gomez,62134228,1121,7,0,7,0.001689,0,0,0,0,7,0,7,0
171165627,0,,NBA History,1353450,56,1,0,1,0.000576,0,0,0,0,1,0,1,0
27781680,0,,Yandy Smith,872877,282,0,2,2,0.000359,1,1,1,0,0,2,2,0
21247989,0,,Chilombo,2637906,1,1,0,1,0.000405,0,0,0,0,1,0,1,0
1177194153710686209,0,,Erickson1996,4,124,0,2,2,0.000359,1,1,1,0,0,2,2,0
181572333,0,,Chance The Rapper,8344490,2976,2,0,2,0.00084,0,0,0,0,2,0,2,0
17169320,0,,COMMON,5460110,854,2,0,2,0.00076,0,0,0,0,2,0,2,0
98416614,0,,Malaysia Pargo,401425,252,1,0,1,0.000405,0,0,0,0,1,0,1,0
867439291,1,,Kudzi,62,45,0,1,1,0.000359,1,1,1,0,0,1,1,0
15441965,0,,Ari Melber,719745,8071,1,0,1,0.000722,0,0,0,0,1,0,1,0
272985460,0,,James,1392160,612,1,0,1,0.000731,0,0,0,0,1,0,1,0
4832790886,0,,Sybilla Ferriell,433,0,1,0,1,0.000399,0,0,0,0,1,0,1,0
890841483145867264,0,,Rakuten Sports,19460,45,1,2,3,0.000399,1,1,1,0.000001,1,2,3,0
515922423,1,,SoleChasers,1260,1680,1,1,2,0.000413,2,0.6,0.666667,0.000001,1,1,2,0
1315298502,0,,Eric Hosmer,467680,594,0,6,6,0.000359,2,0.666667,0.75,0,0,6,6,0
1232130797525782528,0,,Rashaad Trice,79,360,1,0,1,0.000399,0,0,0,0,1,0,1,0
560350106,0,,Alvin Kamara,343634,28,1,0,1,0.000478,0,0,0,0,1,0,1,0
292577345,0,,Dave Pasch,30056,620,1,0,1,0.000395,0,0,0,0,1,0,1,0
1277391532505681921,1,,Joey,29,97,1,0,1,0.000399,0,0,0,0,1,0,1,0
3108351,0,,The Wall Street Journal,17976855,955,3,0,3,0.000845,0,0,0,0,3,0,3,0
23884517,0,,Hit-Boy,213120,167,1,0,1,0.000841,0,0,0,0,1,0,1,0
1102918716348657664,0,,Gökhan 1349,118,243,0,1,1,0.000359,3,0.444444,0.541667,0,0,1,1,0
66753565,0,,Warriors on NBCS,91367,404,1,0,1,0.000682,0,0,0,0,1,0,1,0
3017957005,1,,Ian Motta,323,104,1,1,2,0.000399,2,0.6,0.666667,0.000001,1,1,2,0
15224867,0,,Anderson Cooper,10015190,280,1,0,1,0.000467,0,0,0,0,1,0,1,0
25098482,0,,IMF,1713424,445,2,0,2,0.000715,0,0,0,0,2,0,2,0
116341480,0,,Rosie Gray,114503,2303,1,0,1,0.000548,0,0,0,0,1,0,1,0
156132825,0,,Mike Tyson,5551620,398,2,0,2,0.00079,0,0,0,0,2,0,2,0
1289028644862664704,1,,100qtips,9,252,0,10,10,0.000359,2,0.708333,0.794118,0,0,10,10,0
19252079,1,,Kevin Pelton,114892,664,1,0,1,0.000539,0,0,0,0,1,0,1,0
14075928,0,,The Onion,11565987,8,4,0,4,0.001157,0,0,0,0,4,0,4,0
635884152,0,,norman fucking wildberger,349,974,0,1,1,0.000359,1,1,1,0,0,1,1,0
785651770697523200,0,,xQc,679419,387,2,0,2,0.000576,0,0,0,0,2,0,2,0
189081669,1,,Daniel Adu,536,725,0,1,1,0.000359,1,1,1,0,0,1,1,0
785838015675568128,0,,Slappie,87273,740,1,1,2,0.000391,1,1,1,0,1,1,2,0
2565956698,1,,vincent nelson,56,2093,0,1,1,0.000359,1,1,1,0,0,1,1,0
23497233,0,,sia,3832648,346,0,1,1,0.000359,1,1,1,0,0,1,1,0
1138503960,0,,Jalen Lake:desert_island:,1151,901,1,0,1,0.000399,0,0,0,0,1,0,1,0
26588937,0,,First Take,1547636,821,1,0,1,0.001022,0,0,0,0,1,0,1,0
24165761,0,,Michael Skolnik,288186,1052,1,0,1,0.000682,0,0,0,0,1,0,1,0
801874623176511488,0,,IZA,2855923,556,0,1,1,0.000359,1,1,1,0,0,1,1,0
3429950987,1,,World of Engineering,1006327,41,1,0,1,0.00044,0,0,0,0,1,0,1,0
162614420,0,,"Jordan V. Gathers, MBA",1909,1134,1,0,1,0.000395,0,0,0,0,1,0,1,0
362205507,1,,Michael Grigg,811,269,0,1,1,0.000359,2,0.6,0.666667,0,0,1,1,0
255792011,0,,Alex Caruso,193287,554,1,1,2,0.000391,1,1,1,0,1,1,2,0
334468453,0,,Mark Jackson,266647,490,0,9,9,0.000359,2,0.736842,0.821429,0,0,9,9,0
2940430543,0,,Paige Lowry,181,1629,0,1,1,0.000359,2,0.666667,0.75,0,0,1,1,0
2608333754,0,,SoaR Dylan,64287,831,1,1,2,0.000405,1,1,1,0,1,1,2,0
3429979499,1,,KingBucketz,1305,1708,1,0,1,0.000399,0,0,0,0,1,0,1,0
298398992,0,,Robbie Biershenk,4336,291,1,0,1,0.000399,0,0,0,0,1,0,1,0
253015997,1,,Pisces,35784,16594,1,0,1,0.000399,0,0,0,0,1,0,1,0
725078455264530432,0,,Jerry Sherfick,42,285,0,2,2,0.000359,1,1,1,0,0,2,2,0
245151455,0,,Ty Harris,354,460,1,1,2,0.000399,1,1,1,0,1,1,2,0
232518420,0,,Feyyaz Emir Eren,2646,1393,1,0,1,0.000424,0,0,0,0,1,0,1,0
997914902323974156,1,,golflife,14,559,0,1,1,0.000359,1,1,1,0,0,1,1,0
1013634584448196608,1,,billionaire_secrets,3367201,3501,1,0,1,0.000682,0,0,0,0,1,0,1,0
131047357,1,,Brian Perry,453,858,1,0,1,0.000395,0,0,0,0,1,0,1,0
300114634,0,,adidas,3803202,156,2,0,2,0.001209,0,0,0,0,2,0,2,0
25319414,0,,NBA TV,4681748,827,1,0,1,0.000399,0,0,0,0,1,0,1,0
1164210936825204736,1,,Will Hickey,13,315,0,1,1,0.000359,1,1,1,0,0,1,1,0
120215659,1,,melanin,1110,2381,1,0,1,0.000405,0,0,0,0,1,0,1,0
3400030269,0,,Çok Şükür Yine Utandık,101689,1,1,0,1,0.000424,0,0,0,0,1,0,1,0
246571305,0,,DeMarco Murray,506571,145,1,0,1,0.000724,0,0,0,0,1,0,1,0
714591458,0,,Chipper Jones,1119692,146,1,0,1,0.000467,0,0,0,0,1,0,1,0
951400452989603840,0,,İbrahim Mermer,1253,1249,1,0,1,0.000424,0,0,0,0,1,0,1,0
468050236,1,,Jake Duff,107,760,0,2,2,0.000359,1,1,1,0,0,2,2,0
16302242,0,,Stephen A Smith,5021636,8,2,1,3,0.000736,1,1,1,0.000001,2,1,3,0
1293637660892962818,0,,RavenViper,112,723,0,1,1,0.000359,2,0.666667,0.75,0,0,1,1,0
852149624911650816,0,,Khayla Jai :sparkles:,2253,1024,1,0,1,0.000405,0,0,0,0,1,0,1,0
193494089,0,,“The Big Show” Paul Wight,2520721,559,1,0,1,0.000391,0,0,0,0,1,0,1,0
909102066,0,,Lonzo Ball,1111061,303,2,0,2,0.001034,0,0,0,0,2,0,2,0
183310940,0,,Sylvester Stallone,2918045,34,0,3,3,0.000359,1,1,1,0,0,3,3,0
35999306,0,,Dude Perfect,426726,812,2,1,3,0.000765,1,1,1,0.000001,2,1,3,0
982038652363726850,0,,Kamron Kimble,345,397,1,1,2,0.003565,1,1,1,0,1,1,2,0
994727755509051392,0,,NRG Zayt,411629,686,1,0,1,0.000391,0,0,0,0,1,0,1,0
915789565,0,,Tiffany Davis,48,228,1,0,1,0.000405,0,0,0,0,1,0,1,0
564768792,0,,James Marriott,330990,653,1,0,1,0.000399,0,0,0,0,1,0,1,0
592197437,1,,Athlete Motivator,62079,0,1,0,1,0.000395,0,0,0,0,1,0,1,0
260658183,1,,Zimbabwe Independent,90878,132,0,1,1,0.000359,1,1,1,0,0,1,1,0
1150447252537794560,1,,fizure,9,202,0,1,1,0.000359,1,1,1,0,0,1,1,0
29333114,0,,Berlin,228839,726,1,0,1,0.000405,0,0,0,0,1,0,1,0
288956125,0,,Maverick Carter,77906,175,1,3,4,0.000395,1,1,1,0.000001,1,3,4,0
193095044,0,,Brian Windhorst,719777,869,2,0,2,0.000628,0,0,0,0,2,0,2,0
92818443,0,,shabazz muhammad,65863,269,1,1,2,0.000405,1,1,1,0,1,1,2,0
506591368,1,,tenzin,7061,553,1,0,1,0.000535,0,0,0,0,1,0,1,0
304033734,1,,Packie Turner,1626,2885,1,2,3,0.000399,1,1,1,0.000001,1,2,3,0
54631136,1,,Bruce Massey Jr,1661,739,1,0,1,0.000399,0,0,0,0,1,0,1,0
58531272,0,,Radamel Falcao,17360693,617,2,0,2,0.000869,0,0,0,0,2,0,2,0
432146658,0,,Tommy Biershenk,3006,968,1,0,1,0.000399,0,0,0,0,1,0,1,0
718156043528900608,0,,Alexandra Cooper,434099,39,1,1,2,0.000413,1,1,1,0,1,1,2,0
17629860,0,,FBI,2979920,2143,2,0,2,0.000548,0,0,0,0,2,0,2,0
1884603416,1,,Subnautica,92136,30,1,0,1,0.000541,0,0,0,0,1,0,1,0
590346965,0,,Meral Akşener,4026672,965,1,0,1,0.000405,0,0,0,0,1,0,1,0
338299807,0,,Anthony Joshua,3082760,210,1,0,1,0.000467,0,0,0,0,1,0,1,0
150490233,0,,Stance,65360,20,2,2,4,0.000541,3,0.533333,0.604167,0.000003,2,2,4,0
343331728,0,,Fantasy Football Today,253771,58,1,0,1,0.000682,0,0,0,0,1,0,1,0
519895910,0,,Jaelyn,838,699,1,0,1,0.000405,0,0,0,0,1,0,1,0
2911095315,0,,Rob Friedman,236235,382,1,0,1,0.000751,0,0,0,0,1,0,1,0
1119272907363037184,1,,Mallory Bruce,264,129,1,0,1,0.000399,0,0,0,0,1,0,1,0
506427309,0,,Bruce Chen,32878,108,1,1,2,0.000413,1,1,1,0,1,1,2,0
3305470938,0,,addison rae,3541545,279,2,1,3,0.000715,1,1,1,0.000001,2,1,3,0
42384760,0,,Carmelo Anthony,9085281,296,1,1,2,0.00044,1,1,1,0,1,1,2,0
983507472999747585,1,,kelin parsons,287,810,1,0,1,0.000405,0,0,0,0,1,0,1,0
2296445296,0,,Bizzle,514680,499,1,1,2,0.000391,1,1,1,0,1,1,2,0
4662373992,1,,J :sparkles:,662,516,1,0,1,0.000399,0,0,0,0,1,0,1,0
1009252744186814466,1,,hiley,1,53,0,1,1,0.000359,5,0.304348,0.321259,0,0,1,1,0
940323728650579970,0,,Adem Ljajic :Japan:,11568,11960,1,0,1,0.000424,0,0,0,0,1,0,1,0
30251825,1,,Tommy Alberdi,285,1914,0,1,1,0.000359,1,1,1,0,0,1,1,0
4325676132,1,,Bishop,56,212,1,0,1,0.000399,0,0,0,0,1,0,1,0
26735127,1,,SBN,532,1965,1,1,2,0.000413,1,1,1,0,1,1,2,0
42651647,0,,HarvardPublicHealth,360061,2570,0,2,2,0.000359,1,1,1,0,0,2,2,0
969691678734016513,0,,Underrated Tour,4262,34,0,8,8,0.000359,3,0.65,0.782051,0,0,8,8,0
24633013,1,,Casey,456,946,1,0,1,0.000413,0,0,0,0,1,0,1,0
185794607,1,,WintzMusic,321,360,1,2,3,0.000405,1,1,1,0.000001,1,2,3,0
19362299,0,,NFL Network,3928445,1951,1,1,2,0.000405,1,1,1,0,1,1,2,0
32455951,0,,Kara Vrooman,75,95,1,0,1,0.000413,0,0,0,0,1,0,1,0
23083404,0,,LeBron James,47061620,190,3,0,3,0.000758,0,0,0,0,3,0,3,0
1191539502,1,,Coach Silva - Castleberry,446,585,1,0,1,0.000399,0,0,0,0,1,0,1,0
34296189,0,,Jozy Altidore,890101,457,1,0,1,0.000682,0,0,0,0,1,0,1,0
460116210,0,,Luka Doncic,1018937,345,0,1,1,0.000359,1,1,1,0,0,1,1,0
36155311,0,,Tampa Bay Buccaneers,855788,305,1,0,1,0.000731,0,0,0,0,1,0,1,0
251943063,1,,Maci S.,293,647,0,1,1,0.000359,1,1,1,0,0,1,1,0
58725085,0,,Ricky Brown,2012,1104,0,7,7,0.000359,2,0.818182,0.888889,0,0,7,7,0
180503626,0,,Philadelphia Eagles,3473728,121,1,0,1,0.000731,0,0,0,0,1,0,1,0
36362259,0,,John Clayton,1358354,251,1,0,1,0.000521,0,0,0,0,1,0,1,0
2955596087,0,,Coach Harbaugh,2008841,423,1,0,1,0.001294,0,0,0,0,1,0,1,0
469591535,0,,Mumuzinho,754832,480,1,0,1,0.000682,0,0,0,0,1,0,1,0
1954262190,0,,Mer,78,837,0,2,2,0.000359,1,1,1,0,0,2,2,0
145125358,0,,Amitabh Bachchan,43927339,1806,2,0,2,0.000504,0,0,0,0,2,0,2,0
15131310,0,,Whole Foods Market,4351344,492731,1,0,1,0.000521,0,0,0,0,1,0,1,0
48488561,0,,Marc Stein,1386518,5151,1,0,1,0.000395,0,0,0,0,1,0,1,0
1298302645325778946,1,,FatPregnantDude,1,113,0,8,8,0.000359,2,0.833333,0.9,0,0,8,8,0
1092219625453113344,1,,ATKILI BEY #SEBA,1531,1581,1,0,1,0.000424,0,0,0,0,1,0,1,0
569858355,0,,Scotty,698244,582,1,0,1,0.000399,0,0,0,0,1,0,1,0
293910828,0,,Lamar Miller,77232,392,1,0,1,0.000405,0,0,0,0,1,0,1,0
18915240,0,,Jalen Rose,1785825,606,1,0,1,0.000682,0,0,0,0,1,0,1,0
24794916,0,,Kara DioGuardi,79628,157,0,1,1,0.000359,2,0.666667,0.75,0,0,1,1,0
615805429,1,,Frank Valdez,254,1600,0,3,3,0.000359,2,0.714286,0.8,0,0,3,3,0
14681605,0,,KevinSmith,3163439,69,1,0,1,0.000682,0,0,0,0,1,0,1,0
3015740111,0,,Riversan,56776,535,1,1,2,0.000391,1,1,1,0,1,1,2,0
88052073,0,,Brad Penny,18105,695,1,1,2,0.000413,1,1,1,0,1,1,2,0
22178780,0,,NBA on TNT,3919436,896,2,1,3,0.000723,1,1,1,0.000001,2,1,3,0
1142869471289368577,0,,suhweenahhh:butterfly:,142,147,1,0,1,0.000399,0,0,0,0,1,0,1,0
868654430,0,,Eric Musselman,79774,589,1,0,1,0.000395,0,0,0,0,1,0,1,0
1151894035797336067,1,,T,329,457,1,1,2,0.003565,1,1,1,0,1,1,2,0
50811932,0,,James Harden,6825238,262,1,4,5,0.000602,3,0.571429,0.708333,0.000002,1,4,5,0
224547753,0,,Shannah Rose,1555,703,1,0,1,0.000399,0,0,0,0,1,0,1,0
1026622505786789888,0,,Lil Uzi Vert Lyrics,6057,5627,1,0,1,0.000399,0,0,0,0,1,0,1,0
1270119578778116101,1,,Rxin_there,1,62,0,7,7,0.000359,3,0.666667,0.777778,0,0,7,7,0
44409004,0,,Shakira,52243213,212,1,0,1,0.000682,0,0,0,0,1,0,1,0
555653709,0,,13am Adebayo:collision:,111510,482,1,0,1,0.000521,0,0,0,0,1,0,1,0
234464298,1,,Krist Jackson,1574,718,1,0,1,0.000399,0,0,0,0,1,0,1,0
241386301,1,,DaPointGod,1411,1165,0,6,6,0.000359,3,0.611111,0.742424,0,0,6,6,0
116783706,1,,CT,258,301,1,0,1,0.000413,0,0,0,0,1,0,1,0
702699422589714432,0,,adept.,100759,463,1,2,3,0.000391,1,1,1,0.000001,1,2,3,0
35094637,0,,Alicia Keys,30096168,730,3,0,3,0.000952,0,0,0,0,3,0,3,0
155411974,0,,Cory.,794984,167,1,2,3,0.000405,2,0.75,0.833333,0.000001,1,2,3,0
819954614,0,,Ken Duke,13954,690,0,8,8,0.000359,6,0.249423,0.299537,0,0,8,8,0
105305397,0,,Ian Clark,39992,406,0,8,8,0.000359,2,0.785714,0.863636,0,0,8,8,0
35982046,0,,Russell Westbrook,6460345,700,3,0,3,0.000699,0,0,0,0,3,0,3,0
158126576,0,,Jeremy Maclin,290112,371,1,1,2,0.000413,1,1,1,0,1,1,2,0
14504859,0,,DuckDuckGo,1503198,1268,2,0,2,0.000871,0,0,0,0,2,0,2,0
499426275,0,,Tanya Gomez (:,51,0,1,0,1,0.000405,0,0,0,0,1,0,1,0
33995409,0,,DWade,9088145,750,8,2,10,0.002078,1,1,1,0.000007,8,2,10,0
2243552145,1,,Kenya mason,1,95,0,1,1,0.000359,1,1,1,0,0,1,1,0
1267649276399755266,1,,RJ NEWS:rolled-up_newspaper:,1,57,0,3,3,0.000359,2,0.714286,0.8,0,0,3,3,0
36396108,1,,Friends of Kids,1753,1141,1,0,1,0.000731,0,0,0,0,1,0,1,0
2949841030,1,,Bryson Childress,913,612,0,1,1,0.000359,5,0.304348,0.321259,0,0,1,1,0
632743835,1,,Debby Dalhoff,396,60,1,1,2,0.000399,5,0.304348,0.321259,0.00003,1,1,2,0
1293347937813237761,0,,Jacob Campbell,31,70,0,8,8,0.000359,2,0.833333,0.9,0,0,8,8,0
205011174,1,,Matthew Kenna,814,1800,0,7,7,0.000359,4,0.5,0.627193,0,0,7,7,0
27147528,0,,Howard University,87220,996,1,0,1,0.000682,0,0,0,0,1,0,1,0
1270746887021158400,1,,SDPebbles,5,474,0,1,1,0.000359,2,0.666667,0.75,0,0,1,1,0
1346180581,0,,PARTYNEXTDOOR,1520350,849,1,0,1,0.000495,0,0,0,0,1,0,1,0
33923443,0,,646-506-3390 TEXT ME :mobile_phone_with_arrow:,2190483,4339982,1,0,1,0.000682,0,0,0,0,1,0,1,0
171682730,0,,Gigi Hadid,9521677,534,0,1,1,0.000359,1,1,1,0,0,1,1,0
57710919,0,,Chris Haynes,261737,711,1,0,1,0.001009,0,0,0,0,1,0,1,0
22685638,0,,Michel Martin,61983,4808,1,0,1,0.001093,0,0,0,0,1,0,1,0
82167518,0,,Alex Seitz-Wald,62114,3191,2,1,3,0.000728,1,1,1,0.000001,2,1,3,0
552423747,1,,Diego Fernandez,92,150,0,1,1,0.000359,1,1,1,0,0,1,1,0
23600262,0,,Eleanor #DCStatehood Holmes Norton,49433,20788,1,0,1,0.000405,0,0,0,0,1,0,1,0
839203565050572800,1,,Alex Akin,73,385,0,2,2,0.000359,2,0.666667,0.75,0,0,2,2,0
75854088,1,,Lindsey S. Moon,943,595,1,1,2,0.000468,2,0.666667,0.75,0.000002,1,1,2,0
1281294820355436544,0,,Sabari Debmozumder,9,63,0,1,1,0.000359,1,1,1,0,0,1,1,0
1269594393197019137,1,,Dennis V. Sei :Sierra_Leone::eagle::fountain_pen:,68,829,0,2,2,0.000359,1,1,1,0,0,2,2,0
449588356,0,,Garry Kasparov,567479,540,1,0,1,0.000682,0,0,0,0,1,0,1,0
774187063,0,,BuzzFeed Food,280704,279,1,0,1,0.000405,0,0,0,0,1,0,1,0
1140648348,0,,Rep. Debbie Wasserman Schultz,16398,2284,1,1,2,0.000395,1,1,1,0,1,1,2,0
18650093,0,,Committee to Protect Journalists,221619,2061,2,0,2,0.000805,0,0,0,0,2,0,2,0
817376852566126593,1,,no offense (prob too late),472,561,0,1,1,0.000359,1,1,1,0,0,1,1,0
65551087,0,,Hayes Brown,56688,1576,1,2,3,0.000405,1,1,1,0.000001,1,2,3,0
16802422,1,,Vinny Natale,27134,27488,1,0,1,0.000405,0,0,0,0,1,0,1,0
806006252,1,,Molly Pfaffenroth,532,2685,0,1,1,0.000359,5,0.261538,0.306863,0,0,1,1,0
1245701887346778112,1,,Dr. M. Smith,2,20,0,7,7,0.000359,2,0.666667,0.75,0,0,7,7,0
42970367,1,,The Sparrow Project,35754,3460,1,1,2,0.000413,1,1,1,0,1,1,2,0
43132686,0,,BGA,13415,2480,1,0,1,0.000405,0,0,0,0,1,0,1,0
17006157,0,,Paul Krugman,4633350,65,4,0,4,0.001688,0,0,0,0,4,0,4,0
115536854,0,,Cindy Fitzgibbon,38929,425,1,0,1,0.000715,0,0,0,0,1,0,1,0
600435408,0,,Joanna Gaines,1460981,281,2,0,2,0.000682,0,0,0,0,2,0,2,0
2783025822,1,,Bodega Cats,418094,9,1,0,1,0.000682,0,0,0,0,1,0,1,0
13657922,0,,Des Moines Register,158941,4934,1,0,1,0.000468,0,0,0,0,1,0,1,0
3368874253,1,,DA ROBERTSON,4561,4602,1,0,1,0.000399,0,0,0,0,1,0,1,0
395682637,1,,Jake,82,116,0,1,1,0.000359,1,1,1,0,0,1,1,0
2347049341,0,,Vox,969551,289,1,0,1,0.000682,0,0,0,0,1,0,1,0
1111450223543500828,1,,Benjamin Tuckett,129,2680,0,1,1,0.000359,1,1,1,0,0,1,1,0
23108704,1,,EDC,7406,3584,1,0,1,0.000422,0,0,0,0,1,0,1,0
2396677714,0,,Mohamed Salah,12869234,141,4,0,4,0.001417,0,0,0,0,4,0,4,0
1244387137136603136,1,,WTFareyouthinking,807,2628,0,1,1,0.000359,1,1,1,0,0,1,1,0
5120691,0,,World Economic Forum,3844564,506,3,0,3,0.001138,0,0,0,0,3,0,3,0
4575856758,0,,CP Mumbai Police,3491129,22,1,0,1,0.000467,0,0,0,0,1,0,1,0
24958792,1,,State House News,33002,2294,1,1,2,0.000395,1,1,1,0,1,1,2,0
205886080,1,,Phillip Swarts,620,1005,1,1,2,0.000405,1,1,1,0,1,1,2,0
242862590,0,,lindsey mancini:alien_monster:,774,1168,1,0,1,0.00044,0,0,0,0,1,0,1,0
288232527,1,,StartUp Mindset,158519,136576,1,0,1,0.000682,0,0,0,0,1,0,1,0
891144011959894016,1,,Nduati Kuria,615,2684,0,1,1,0.000359,1,1,1,0,0,1,1,0
57411021,0,,CJR,146632,3553,1,0,1,0.000395,0,0,0,0,1,0,1,0
2829251164,0,,Ben Murray-Bruce,1407552,102,1,1,2,0.000405,1,1,1,0,1,1,2,0
1277280391938916352,0,,Parry,2,116,0,1,1,0.000359,1,1,1,0,0,1,1,0
46176168,0,,Major Garrett,191394,3839,1,1,2,0.000395,1,1,1,0,1,1,2,0
1291776205352574976,1,,RoyalBaller,2,97,0,4,4,0.000359,1,1,1,0,0,4,4,0
1191766940357996545,1,,Silas Kinyua,0,24,0,4,4,0.000359,2,0.833333,0.9,0,0,4,4,0
25691712,1,,𝔐𝔦𝔠𝔥𝔞𝔢𝔩𝔞,373,828,1,0,1,0.000399,0,0,0,0,1,0,1,0
120176950,0,,Treasury Department,909339,231,2,2,4,0.000474,3,0.5,0.583333,0.000007,2,2,4,0
1288643682493771776,0,,JulieSobinsky,0,113,0,7,7,0.000359,3,0.631579,0.763889,0,0,7,7,0.02381
248495200,0,,Seth Moulton,149420,2443,3,0,3,0.000838,0,0,0,0,3,0,3,0
1039879658400112640,0,,Congressman Michael Cloud,8397,131,1,2,3,0.000468,1,1,1,0.000002,1,2,3,0
963248234553634816,1,,Cole Olson :four_leaf_clover:,80,134,0,1,1,0.000359,1,1,1,0,0,1,1,0
20631422,0,,emily m,399991,1395,1,0,1,0.000399,0,0,0,0,1,0,1,0
1058051748,0,,Randy Weber,18795,634,1,0,1,0.000569,0,0,0,0,1,0,1,0
713047690313994242,1,,Faiza Mahamud:Somalia:,3270,2165,1,0,1,0.000399,0,0,0,0,1,0,1,0
29442313,0,,Bernie Sanders,10171940,2337,6,1,7,0.000986,1,1,1,0.000002,6,1,7,0
248735463,0,,Rep. Barbara Lee,282668,16310,1,0,1,0.000405,0,0,0,0,1,0,1,0
33563161,0,,José E. Serrano,33230,1347,0,7,7,0.000359,2,0.769231,0.85,0,0,7,7,0
1062986221117308928,1,,Markfrancis30offical,13,609,0,2,2,0.000359,1,1,1,0,0,2,2,0
