ID|Name|Follower Count|Friends Count|Label
1173607748161953793|Hydin:globe_showing_Europe-Africa:|915|1457|1
1136812725638615040|кαωѕнαℓуα ρєяєяα|1024|513|1
23504870|South Park|2974954|248|0
1285568118178238464|Justelktrify.it Motors|3|65|1
1409082714|Janne Mikkonen|73368|468|0
3412281493|bbno$ :baby::prohibited::money_bag:|183947|213|0
1221787397718859777|Jipy_lin|12715|65|0
746074493768994816|SMC Commander|4192|69|1
11666142|Joshua Topolsky|155662|1038|0
1298471485510692865|TECHECOLED|0|102|0
14922225|Ubisoft|7885414|614|0
180463340|Game of Thrones|8236416|38557|0
2421753757|SKYS Co.,Ltd.|960|0|1
1271308178135760901|neemv。com|4|97|1
49108476|Yago|36110|1469|1
770889739423670272|Alexander Kolomoets|38619|75724|1
23617610|Kourtney Kardashian|25227021|78|0
1298491929512906758|E2 Ubaid.|3|10|1
1066485136097595393|トキ:poodle:|28|118|0
19404869|AECOM|79626|636|0
1150684606795878400|むすび|98|137|0
1298159340747132935|Nj Bokap's|14|194|0
303783976|C T Ravi :India: ಸಿ ಟಿ ರವಿ|222191|1114|0
1278681167894478848|Dr_prem07|1|73|1
1253869484332462080|Alemay|2|105|0
1318923980|the funk the whole funk and nothing but the funk|90|388|1
1042967805828579329|John Lundstedt|65|89|0
810807621380931584|Benim Hocam|14628|35|1
17060015|CleanTechnica|146743|167|0
452155423|Real Madrid C.F. :United_Kingdom::United_States:|11556133|59|0
1217358928947712000|hsjp|13|639|0
3356531254|Internet of Shit|430801|239|1
106597684|US Navy SEALs|542243|94|0
550122068|Edin Džeko|1511758|210|0
137215588|Vivek Jalukar|59|304|1
3000849148|Derek Davis|1359|464|1
360142643|rev1akarevvie|76|637|1
1605|Sam Altman|732255|518|0
183749519|Paul Graham|1220331|577|0
2480268229|Brandon Tatum|492376|1303|1
28184452|NASA Marshall|376885|791|0
30261067|CNET|1734465|407|0
4783690002|DeepMind|331552|116|0
253167239|Goldman Sachs|809870|106|0
427089628|Lex Fridman|295534|2|0
38271276|Matt Taibbi|463670|4005|0
104989762|JAXA(Japan Aerospace Exploration Agency)|111645|73|0
785055696966389760|จะแล้วมั้ย|14|225|0
45022448|James Anderson|1039361|613|0
1152341306|:^|53|661|1
621523|BBC Business|1950906|312|0
740903|Katerina Ang|4572|3055|0
1174721266374234112|重生之我是vv|12254|25|0
67611162|Sadhguru|3252380|2|0
73387846|Erk Acarer|325949|1177|0
3198615740|Itoo Aadil (ایتو عادل)|186|165|1
1285077277630504960|bruh|0|38|1
1031441605|Grant Maxwell|26956|320|0
1297767180264710145|Santy|1|27|0
201909764|ivan|14|24|0
2570728027|Krushna Pawar|19|426|1
891998140785721345|Mehmet Karşıt|1251|2253|0
1003072341633482752|京大生ホステス:ear_of_corn:灯諸こしき|9595|99|0
2587293319|violetkkki|6|599|0
48107626|Amanda Patterson|901|548|0
115719364|パルナス|676|263|1
108382988|Radiohead|1900162|9|0
54356333|Sammy Sumer|214|433|1
1053701536927207424|Nonso|68|247|1
149289994|Jonathan Depa|736|922|0
47599026|Shreya Rao|36|35|1
148248527|Mohanlal|6121197|142|0
1191755781340663808|Sharath Yadav|0|67|1
4230101712|じゃがりきん|25132|5933|0
2389325738|Mohit Bhoite | मोहित भोईटे|8281|338|0
1230021629268418560|Zweli Biyana-Radebe:crown:|204|441|1
41777199|Carl Pei|269115|758|0
18458348|IU Bloomington|217128|656|0
1283054869121835010|chuck|3|154|0
1169370994957594628|殷雪|15054|1|0
4629135316|USA_Hyperloop|447|1469|1
1112730438|Caleb Price ✭:circus_tent::white_flag:|131|241|1
1230968655116148736|Iago|2|100|1
1961333743|Diogenes|50790|1073|1
17874544|Twitter Support|6393613|17|0
20562637|Business Insider|3069497|315|0
2857371197|Dandani Boois|5|45|1
122556667|Mangel|6403802|859|0
21886824|Mike Meyer|29|266|1
17781165|NASA Exoplanets|691677|166|0
42226885|Vinod Khosla|516123|376|0
15110357|Reuters Business|2147844|243|0
93953742|Mateusz Jendza|165|1380|1
2613904818|Ministry of Finance|2178336|195|0
1190988007840440322|11:11pm|1|41|0
1654188770|Hyperloop|199930|94|1
794810749071847424|Ryutaku chang|64|1364|0
7093352|Dr. Kiki Sanford|189733|6266|0
936615321552736257|Mervvv|177|172|0
1170558037251067904|色女|17228|89|0
861667040658063364|Chris Cassidy|65229|19|0
3474004752|Boeing Space|119562|383|0
243418245|Jim Bridenstine|243103|528|0
1153286729555537921|在人前羞耻的露出裸体:kiss_mark:|98370|198|1
250618026|Berkant Gültekin|30801|1405|0
994335752312979463|Mikal Bridges|22493|270|0
15585350|University of Miami|93824|460|0
770209022|Rüdiger Klaehn|573|952|1
46424039|Guitar Hero|72760|4549|0
315465682|Smarter Every Day|288012|846|0
1027688366328958977|Dragon Ball Super|116640|55|0
9533042|BrendanEich|137241|1086|0
21054053|emicida|1607821|2774|0
137780376|Devendra Fadnavis|4473550|30|0
1101655974|Brendon|329|1404|1
48370582|Commercial Spaceflight Federation|7334|502|1
1123259291115220992|George Kent|116497|72|1
2860155693|Anantha Krishna|7|271|1
717685932342661120|高橋しょう子|419447|1105|0
1281592602962407432|nam giang|14|1697|0
14140256|Brij Patel|208|371|1
775834922816679936|South Park|3673|0|1
914934805|Aslu|6|80|1
20600214|National Guard|155830|472|0
3024098055|Brian Lozada|582|2204|0
1293488467175854080|Aatish|4|86|0
788546485470261248|Just a freak|192|172|0
40940457|University of Oregon|143652|11841|0
2907774137|Archillect|2155501|1|1
2690186012|Cübbeli Fırıldak Hocca|66860|48671|0
1267814818787889152|FrequentJam81|5|36|0
135731031|Harmony Zhou|13|496|1
1013204313026555908|Prof. Dr. Bengi BAŞER|91434|438|0
975707230371762177|Mustafa|3809|4979|1
307577818|Jordi Wild|2459641|327|0
1298359661540913153|Melvin Eldhose|0|24|0
297613728|Biscuit Face|87|316|1
568545739|something funnier|1933097|0|0
157934715|luana|6286|1107|0
391273781|Shannon McFarlane:rainbow:|543|266|0
403245020|Luke Hemmings|10367720|19795|0
1907509092|I_dont_scope|462|1281|1
19405774|#GangGreen|1785620|2362|0
1007170178|laura haselton|198|82|0
82319018|AY COMEDIAN|1639710|12579|0
788206354553069568|:yellow_heart:Lover:yellow_heart:|202|277|1
2216032549|Pablo|3161|802|0
65045121|Owen Jones :rose:|1008995|5732|0
285822339|alex dunne|69|124|1
637313893|G-DRAGON|8755215|8|0
1246908216119889921|Patrick|33|252|1
236377257|EBRO In The Morning|86311|17399|1
797846013948153856|Kurshida Mwarabu|42|535|1
1265985957922246663|TABITHA:trident_emblem:|445|405|1
2858807777|Antonio Banderas|754720|789|0
248031989|pls michael|9559|2481|1
987666672684183553|_ke̶v̶i̶n̶n̶⚘|6431|6290|0
1114311810|Omah Lay|95720|163|0
1256743203858001920|ken:sauropod:|468|458|1
21896677|Jake Counselbaum :ballot_box_with_ballot:|361077|368763|0
1168268946488930304|SureBet4cash|751|4556|1
918484796262805504|UNIBEN|105|273|1
16325053|内古閑智之［CHP］|15087|1193|0
2950971280|paris smith|10|189|0
268439864|Christina Aguilera|16923981|29|0
4494326654|Romaine Blackstone|387|2558|1
1013988168541069318|Deanna Banquer|40|817|1
1271937241057812480|Sammy_Young__|1227|2830|0
107436986|Shania Twain :gem_stone:|938261|550|0
1269138506376495104|RYDE79|54|1210|1
562036479|Kayte Ellis Agency|1832|483|1
21795016|Emily Holt|920|118|1
1259224143549079553|SimpleThingsxo|1|53|1
2202704605|KKBOX Japan|21933|491|0
28987332|Nicky Romero|2682179|896|0
1217199382153420800|ashley|4|14|1
871831083503030272|Angie Da Cruz|319|942|0
31080039|Lena Dunham|5421129|876|0
113317910|Genevieve Nnaji MFR|2347509|1507|0
132104833|Runtown|1342551|1119|0
1258939455689445382|Toni|26|253|1
50391812|Marlui|688|2371|0
20007813|Katie|7|15|0
19110928|Kano|321523|192|0
496512430|Finnebassen|5755|260|0
36617822|Wande Coal|2022743|4726|0
116277608|Britt Maren|8997|492|0
1172219929225027584|DiDi|1487|1806|1
91942071|Bobby Umar | Keynote Speaker|471786|284739|0
239112729|Youssef|8867|255|0
27855816|Julia Hardy :rainbow:|46259|1657|0
1225763699526393857|Jasmine Ensley|36|1022|0
216299334|Piers Morgan|7650215|2037|0
1283755395455094784|William Silva|42|175|0
45629519|Kevin Saunderson|61890|1460|0
1270517861791019008|sublingo|33|129|1
1157595085468557319|l’m Lolligirl a :Ghana:Titan:trident_emblem:Toublesome Tommarian:face_savoring_food:|7720|2572|1
31346762|ARTST|923|171|1
77684991|Charlotte Stokely :honeybee:|192720|64273|1
31328425|PATRICKSTARRR|604871|836|0
824133056864940032|precious  mike|9|81|1
109702885|Marc Jacobs|8812257|1260|0
470454064|Born Free Africa|6363|536|1
205343299|ᏞᎪURA PRADELSKA|9318|911|0
1263155127717965824|Shelby|34|96|1
17711046|Pixie Lott|1461977|8059|0
838232557|Lonely Whale|17182|11178|0
328327745|:blossom:A n n a ♡ K.:blossom::cat_face::paw_prints::tulip::person_tipping_hand:|3258|3771|1
2230220556|Espa|4060|365|0
996166008|ashley|205|198|1
47541487|EL CHICHE|2631|4831|0
47136401|hannah cooper|86|131|1
192283428|Indigochild :gem_stone:|118215|44117|1
1093468545521012736|Dewy-eyed:rose:|1655|1912|1
2521696288|Igboanusi Ruth:shield::shield::shield:|204|1345|1
18867311|The Blue Walrus|11457|2541|1
2467992500|US BTS ARMY ⁷|625099|240|1
512700138|Madonna|2689735|47|0
278621162|veronicabeard|5045|405|0
2684702992|Pedro Rosales|29|167|1
1122453821815447552|Tamir Malka|1|56|1
2197226299|maggotbabyy|838|3311|0
302069989|BLACKLOVE Yesu Ba|309|1412|1
3101017671|Jhon V@:registered:g@$ (+18*)|1781|554|0
1031452291092684800|Dee|958|889|0
21758143|Maverick Sabre|157299|1032|0
739784130|camila|11704836|16039|0
317249228|Doug Pugh|100|133|1
2787834637|kayayoga|57|233|1
950370805|DAILY ITTEFAQ|312224|656|1
168683422|BigHit Entertainment|16097958|28|0
3360355510|WorldBoutiques|1598|1545|1
1224101197621219328|DadoWho?|24|413|0
958748014587383808|Stephen|369|9|1
861643695430524929|:sweat_droplets::fleur-de-lis::Nigeria:KAASH :Ghana::fleur-de-lis::sweat_droplets:|4299|2957|1
2588022345|Payolas|313|689|1
264654147|ANDREW_AI|2200|4377|1
87213357|altabadiaorg|12569|1775|1
35818363|Forward PR:trade_mark:|54177|7352|1
47301717|Luke Wiltshire|260|504|1
1156160934366203904|Vsy|41|73|0
1033527924|Zoe Foster|528|322|1
634148345|Wesley Stringer|55|149|1
1723143625|Ster|137|635|0
1239397064003510282|Gotta•Gotta•B•Down!|62176|36|0
996151208|Game of War|79440|10|0
250166431|Lea Black|117626|1250|0
925889023742156800|Anna|4613|2|0
884497498605268994|Taonga Kamanga|9|197|1
814760|BBC Radio 1Xtra|583147|9630|0
1297163528923680768|Marijana Mićić|22|142|1
574594956|Men Style Fashion|200163|22443|1
216495307|Honest Mum|44580|13099|0
41842907|Arika Kane:trade_mark:|157010|62115|0
132289304|Lizzie|121|507|1
27247619|Rachel Simpson|112|75|0
86422542|Milla Jovovich|1330373|2749|0
37945489|Caroline de Maigret|104446|1188|0
2889235817|:blue_heart::black_heart:MeganRose:black_heart::blue_heart:|527|1862|1
604801801|z|2789|276|0
2615461985|jess ◡̈|2438|256|1
66857043|IG: @official2baba|2958576|4267|0
94588930|lauren lo sung|5709|974|0
3247835011|ドールズフロントライン公式|313742|98|0
1159519602109505536|Cindy_edgarTacha's warrior:trident_emblem::trident_emblem:|35|115|1
1096726677315612673|YUSUPH A.O|4215|4876|1
1297536303035232256|Virginia:popcorn: || I follow back|218|376|0
954590804|:cat_face::chipmunk::dog_face:|5091982|259|1
1030822758660427776|HG2 GENIUS SOLDIERS FANBASE|489|215|1
87301324|Janaya Cowie|2559|1678|1
1032657346726686721|:billed_cap:JoshyBoy:winking_face:|147986|135|1
1267467898144112640|#Rosy123#|31|99|1
2670134472|Apis|545|987|1
1284987329933910018|officialtedy_pink|7|27|0
31173122|Rachel Murtagh|90|136|1
278059361|:peace_symbol: Sophie :peace_symbol:|880234|1277|0
17579312|Tony Schwartz|267466|314|0
1289034845767729153|Pedro|11|305|0
27042513|Hugh Jackman|14263621|10|0
68758745|Warren Sharp|182175|755|0
23605284|Interview Magazine|282356|243|0
936132106018852865|Swaleh Yusuf|1975|2185|1
1024459045355315200|Fibbs:Nigeria:|754|729|1
1137450173884502018|sugar_mama:crown::lollipop:|288|235|1
15251613|Peter Robinson|226821|1756|0
1126749496082223104|BIGHIT OFFICIAL MERCH|1948616|7|0
45224548|eLDee|983738|4257|0
992608463871270912|Fabián G|6723|301|0
1170593188714811392|Hoelosho|182|299|1
43554463|Alex Hoffman|6293|994|0
181561712|Harry Styles.|35281570|1904|0
199080758|Chef JG|499|936|0
47645546|Audi UK|219008|442|0
1112606882701545475|"South Of Sunset"|2689|0|1
300623666|Carolina R.|1038|49|0
923357892673028097|BT21 Japan Official|1641889|6|0
2216375017|ʂơყ ɱąཞıɬʑą|1444|93|0
226919004|Clara Amfo|64613|2830|0
3301180163|Logan Cross|230649|608|0
1254250966624301056|Ryo's Kitchen|360|2125|1
249391918|Bambam:crown:|126565|624|1
415630243|AERIN|18810|534|0
3167825616|Lucinda Luv|1975|645|1
19826509|Open Culture|441932|999|1
23233615|Ðαωɳ Ðανιʂ|3328|4989|1
19211694|Natalie ♔ Gauvreau|296063|29|0
1199674071153348626|I don't remember :trident_emblem::Nigeria::Germany:|1378|771|1
146098362|Riko Dan|15952|960|0
15607482|PocketFullofSunshine:sun:|202|396|1
1073150407319289856|Swich|3|110|0
101825544|Basketmouth|2023465|3636|0
468782607|Enzo :soccer_ball:|383|687|0
106797195|Whinnie Williams|17579|6058|0
3196511502|RamBaek|98|623|0
16794568|Joey Graceffa|3950671|1064|0
1087760543451090944|Sara Silveira|46|307|1
1102986476260900871|iamceliss|2041|213|0
18038269|The FADER|673242|1963|0
608615938|Gorgon City|89139|1091|0
1180946068550426624|Sheikh|225|2711|0
789393170601644032|Shanelle|68|150|1
1029803495107559434|Laycon BBNAIJA HouseMate|674|1509|1
2735062908|Darragh Quinn|122|956|1
28221296|Saturday Night Live - SNL|2816437|652|0
2281038372|LANY|593349|78|0
3921057615|Ashleylicious|1726|3953|1
1265312285985251330|jude rosenberg|13|357|1
305514619|Kiehl's UK & Ireland|20564|788|0
55442973|F.L.O.W. :chequered_flag::black_heart:|47249|2251|0
77692824|Rudimental|561361|457|0
1092955748676526080|Ra:sparkles:|3303|3257|0
15834279|Academy Class|2979|2516|1
28076276|Jason Derulo|3777270|13381|0
3307872617|ICHABA LAVISH :gorilla::fire:|42861|1129|1
1103708226107965445|Iby Peter :trident_emblem::trident_emblem::trident_emblem:|337|244|1
1292179730318397440|Royallebelleza|4|35|1
257590445|Ana Claudia|146|450|0
90774609|Tiffany & Co.|1631463|123|0
15291335|Paramount Pictures|3229586|9136|0
98878309|SII|85324|109|0
829300368454594561|CUTESEMI:purple_heart::kiss_mark::ribbon:|2355|2092|1
2564393420|nightbass|15214|275|1
1141829212447354881|Sebitas.|4797|2385|0
199789270|Josh Record|12599|571|0
37396210|ART YOB|47217|1067|0
18979204|Vanessa Laker|663|387|1
1285577965590310912|Chris Reeves|1|740|0
1059325677202157568|TXT JAPAN OFFICIAL|880847|3|0
960340787782299648|ロボ子さん:robot:ホロライブ0期生@２２日30万人記念歌ライブ:microphone:|238865|1714|0
613783043|:sparkles:redheadwithcurves:sparkles:|4294|2179|0
50246444|Yung denzL|1659533|8669|0
1878450026|BTS JAPAN OFFICIAL|8054422|4|0
310172617|Luke Evans|493439|629|0
438349941|Eazii_dee|3574|4817|1
546995355|winston jay|223|534|1
306680565|へいた＠へいたくらふと参加者募集中！|1527|2915|0
4375041622|TEKNOOFFICIAL|1230770|162|0
876294373578727424|Serene Siren|103513|6029|1
172589611|nah|2078|690|0
1094136358296264704|Ch3f_Tom|443|550|1
275387038|OBA ORIN|708462|796|0
143522752|SAINt|50066|131|0
2351169589|𝚋𝚒𝚊𝚗𝚌𝚊|1227|1004|0
107836802|Coco|7678|1681|0
1119763877825105920|Santika Sari|13|131|1
611949377|X Gilbs|65|140|0
1145497867496427520|Official Symply_tacha BBN FanPage|1233|180|0
946056610039894017|Sebastian Felipe|197|1247|0
1195387749488103425|out of context brazil|342360|2|0
3459375143|Jamil|19|296|0
719218159|Tessa Brooks|1011428|169|0
385427709|Fran Kirby|86543|652|0
36139712|Quincy Jones|556537|3006|0
764434411031060480|Ibrahima Sow|41|2108|0
221932544|Azteca Noticias GT|404377|200|0
1250939077702156290|gedson|4823|13|1
404505766|Bomberos Municipales|350122|92|0
807003567605227520|Amber Heard|147203|156|0
36728196|Barbara Corcoran|734693|431|0
587463737|hafid derradji حفيظ دراجي|1076814|344|0
335882527|Futebol Fanático|184787|52320|0
19970426|Dan Maher|25997|2099|1
60865434|Kaka|29528725|301|0
2615556936|Herbalife Nutrition México|9437|767|0
18377827|Jorge Sedano|77797|1863|0
268599131|Fidelis_Speaks:trade_mark:|227|374|1
17482443|Neil R Bradley|2070|2332|1
1022555965894340608|AB...B is for vibe :sparkles:|1413|2622|1
1088831114813362176|Mr. Appiah|535|4238|0
77128292|Tim Turner|358724|261477|0
5411002|Kara Nortman|16973|491|0
1260327938483986434|ABD_8_X_8|3|127|1
4415530752|Al bert|52|1178|0
1609523941|victoria mariposita|87|207|0
171711068|David Mccreery|6675|1297|0
1006293737654358016|Reliable Property Group|145|66|1
56810175|Rolli|45930|8631|0
1116468016877850624|Paula Iturriaga|66|243|0
2761596124|NASTY BLAQ|192008|382|0
1298686912262266881|Aymen Bouali|0|57|1
17970094|Tom Segura AKA Mr. Ladybug|581693|1158|0
960569243514359808|thenorthwestSA :South_Africa:|17787|17715|1
849804653307076609|Daequan|1785668|291|0
51154192|Nuestro Diario|863328|355|0
456425189|RIRI THE FARMER :registered:|12072|11822|1
376378883|Keylor Navas|2720348|162|0
330262748|Fabrizio Romano|1357576|815|0
1144813094|Fernando Toda|26257|29276|1
1298651549342797827|Kévinho|21|377|0
1208654843533025282|Ar Kawsar|133|784|0
226542162|Felipe Castanhari|7119108|1371|0
381703893|Jordan Moore|4049|494|1
58139739|Marion Reneau|13542|671|0
1151470118972665856|Matthijs de Ligt|53281|30|0
17828988|Ariel Helwani|897218|1886|0
393028587|Alex Ox-Chamberlain|3143840|188|0
41147159|Nike Football|3627279|209|0
1221130987477835777|AboFlah | أبوفله|192469|123|0
720117957|MARISSA HAMPTON|468|64|1
2306423824|TheJuiceGuy:beverage_box:|9687|9497|1
130122646|Diego Forlán|5184754|202|0
1288129955415519233|Gokul|1|108|0
1263594012184723460|mari moreira ;)|77|120|0
1259255408|FC Barcelona|422674|67|0
1295109985278529536|DJ|5|66|1
3107493797|Yacine Brahimi|95001|38|0
1725137533|Kylian Mbappé|4892171|109|0
282064204|Dani Carvajal Ramos|3995164|383|0
15095537|MARCA|5310229|1622|0
3615920477|Ingrid Coppock|23|44|0
865676744|Sara Sabry|149300|258|0
18905975|El Chiringuito TV|1684982|75|0
889891524|Willard Ahdritz|3033|473|0
192549399|thulani serero|50845|29|0
188516659|M Cariel|457|326|0
1107218593694007296|Grootman Stillo|78|674|1
2214548825|retweet Liverpool|155|967|1
19464027|The Real Young Buck|194908|8163|0
454663182|(3T Photographer)|711|1662|1
4870121943|Angie Costa|200918|133|0
2178487947|OhiZ The Suit Plug:Nigeria:|6258|6131|0
2550023839|Portugal|867294|256|0
177140409|NumberOne RioFan✯|898|15|1
1208837799358746625|Ugo.c.ugo|62|404|1
24897626|Rob Perez|577078|486300|0
1293213842210721794|Sekhar Stylish|9|11|1
831581366|L.A. Business Journal|5580|1723|0
1289518598843662336|Temitope|30|428|0
36418935|Natalie Achonwa|24433|366|0
707143369|Josh Heimer|69|118|1
1651824314|Raul Meireles|266454|40|0
731435611576532992|OptiMus that has no PriME|645|504|1
258926374|Delaney Glazer|29574|732|0
1234220098124038144|Evelyn|13|371|1
823440626989535234|Tonyngwu|6509|5452|1
1241040301419925505|Blackkk.Anneeee:black_heart:|31|156|0
322764443|Steven Stull|30|42|0
832442503538282496|Rajesh|15|39|1
1298202329536061440|Pujan Chakma|1|40|1
4754087063|João Félix|178468|175|0
28631535|نادي الهلال السعودي|9064881|53|0
95610041|Taika Waititi|1169973|733|0
3424643511|mandinha|4001|3412|0
3269694344|Nicholas Manuma|124|116|1
16767209|Andrew Spruill|1531|813|1
201405310|Nação Rubro-Negra|292839|63|0
1273677793319096322|Austin|5|440|0
137206471|frank rodriguez|2086|3849|1
1161482295221661697|belle longwell|67931|100|0
115555080|LOUIS FELIPE :dna:|5020|1932|0
251652744|Wesley cain|549|375|1
722912858|hmm|246|169|0
2812971281|Fanatics View|57470|35439|1
972322469460627458|MD Faiyaz|54|1223|1
1011281422039044102|Fabinho|735710|67|0
1265031226064359431|Hassan Mohammed|7|618|0
885994789333848064|Já Foste|323789|0|1
878273375214477312|Pedro Neto|10958|54|0
759819971140591616|Ali Mobasher|22|233|1
1269263209757913088|Melah|58|199|1
256225105|Cardinal Health|16363|1280|0
2165633652|Melissa Dionicio|11733|443|0
15748165|Mundo Deportivo|2636679|1030|0
764182927|Florian Thauvin|921672|229|0
1275535004274249728|Joanacrpereira|1|98|0
19977028|Tennis TV|337174|847|0
1169680644|joão sousa :crescent_moon::sparkling_heart:|258426|587|0
10350|Veronica Belmont|1575614|1478|0
1223097695260139520|B.O.N.I.E:red_heart:|10340|11123|1
960309753586077696|منوش العنزي|1063|3770|1
340232381|Keita Balde|136118|195|0
1084956351846146052|Taffy that guy :Canada::Zimbabwe::globe_showing_Americas:|456|532|1
2350971869|Dani Russo|2114418|121|0
1101315984|Fernando Reges|85894|0|0
1213406310961532928|Ayoyemi|936|1004|1
1126899208357855233|S.h.u.a.i.b.u|1|165|1
1192946702891790336|عبدالمجيد تبون - Abdelmadjid Tebboune|390274|0|0
376113319|ياسر القحطاني|6495458|202|0
1156338067|Vijay|2702290|0|0
124450567|Inter|2191990|81|0
773069256|CHAMPIONS OF EUROPE :trophy:|5016375|40|0
973135445969252352|ben|0|22|1
2734287414|Vinking|13|512|1
376817951|Bello Isiaka.|2472|3392|1
301921037|Tomás Roncero|1134255|1776|0
108270266|GHETTS|151677|939|0
23613479|Kris Jenner|11312174|257|0
605778973|Sinéad Farrell|272|704|1
565752397|علي سعيد الكعبي|1834495|598|0
3241723220|Kyle Kotrous|1211|1067|1
3044632922|Morgan Gibbs-White|27799|226|0
2157651508|Erling Haaland|314106|6|0
173560092|Johnny Sweet|475|365|0
1081914976032444416|Clements,B. Ed|4906|5244|1
1270976269748965378|Nicholas Antwi|2|332|1
401106059|Mundo da Bola|107018|42944|1
1297161085838077952|Hamza7|10|1157|0
1022927026691481600|NUMEIRO|131059|245|0
319769408|giabuchi lastrassi|855057|1257|0
760171064|EZ|170|502|0
798880817879650310|Mohammad Al-Omour|20599|154|0
1268355005515431937|julie cummings|0|218|1
713221481036193792|Windoh|414947|169|0
1155278697580105734|p.o.p ceiling design works|72|1056|1
979655125412302849|Queen Shay|651536|20|0
121402638|Tottenham Hotspur|4656096|386|0
53006611|BonBon Alley|2384|622|1
2462065170|FOX Sports Rádio BR|377572|60|0
713853533632729088|lorens|738|291|0
288031625|Giuliano Lucena|1346|1119|0
950784001131737088|HOLLAND|357154|0|0
1292511821015011328|Frogy _último Dinossauro|5|115|0
138655447|Rolake Bamgbose|915|1066|0
1297300372768219136|DJeyPac|5|27|0
81396062|Mrs. White :princess_medium_skin_tone:|242|256|0
1036770944168194048|Rolê Aleatório|584362|98|0
17910893|Derek Fisher|940916|221|0
78270570|Die Mannschaft|3255597|239|0
460343731|MarcosBraz|448857|3608|0
82303907|Followerwonk|119035|743|1
964514589894434817|Helder Costa|39481|58|0
142262635|Copa do Mundo FIFA :trophy:|739868|381|0
92577188|Eva Chen|138953|502|0
152251488|Dhanush|9268090|144|0
958814513171779586|Torres:broken_heart:|107779|369|0
28331519|Bow Wow|3024303|1|0
1136764053022543875|o|1|30|1
1722403393|gabrielle|9423|2692|0
358133733|Makintosh|1286|696|1
115436050|Francesco Facchinetti|1256657|136987|0
28389925|Susan Milliorn|132|1046|0
1225052209752215555|Latest King :crown:|9|609|1
1294989199653863436|Aetz Amonda|4|397|0
20444401|IDEAFit|52332|18016|1
1298622122919473153|aashiqumuhammed12@gmail.com|1|48|0
1243635402847682561|Dareen Michel Sawiris|3|344|0
24886570|Maroon 5|14568797|486|0
805167486127767553|memes i pulled out of my ass|131451|3329|1
248201406|André Castro|31821|158|0
185412058|joel alegria|14|540|0
189307961|Gabriel Barbosa|2403329|13|0
1092809965679624193|🄲🄰🅂🄸🄾🅂 🄲🅄🅃|1132|94|1
705912144437649409|alexis|85|55|1
1288309657845604385|Quabbin Reservoir Residents for Ed Markey|529|294|1
2297026884|Jack|208|220|1
2356566228|Naomi Dann|5434|1947|0
738165350341058560|MissMorgan|1434|1055|0
1046331566316642304|SappoLawyer|364|878|1
172466166|kira|437|2358|1
29761740|John Walsh|11168|7575|1
3938173949|Kay :globe_showing_Americas:|158313|141148|1
34994415|Jamey Eisenberg|130464|1300|0
2560430229|L. Inge Carpenter|619|379|1
1156741633494409216|Deeper Than Water|2390|753|1
372175334|CindyLouCamus|3920|1950|1
717781732578037761|AGirlHasNoPresident|4013|991|0
1121429751472640000|The.P.In.JPACK|2887|3062|1
1046240483943632897|dadpilled goat|624|796|1
1109958900|YaBoyMambutuO'Malley|118|221|1
1651840844|CJ McNeil|22|78|0
810513498665086976|Indivisible Austin|8749|1353|1
54368457|Benet Volleyball|719|442|1
2241646376|Josh Gelberger|163|163|1
1273109335393153031|MA-04 for Markey|450|632|1
317930579|Marita|397|536|1
989654189352636416|#Itiswhatitis”|3816|4159|1
992616072338690049|Maya Alkanj Jamaleddine|118|29|0
408786542|Dr. Salle Lorier|68916|73603|0
1197680350169849858|omar Banas|61|710|0
3760753875|the essential people are demanding a new deal|7640|2632|1
80617430|Ryan Lizza|262525|3469|0
30455980|AllianceforCommMedia|1999|919|1
331530204|Gamers4Live|413|1609|1
459483899|Chris Arnade :turtle:|83817|3625|0
777971022163087360|John Kwasnik|51|62|1
19263978|Cleveland Cavaliers|3238701|2019|0
837056161643913217|Jacob Swenson|311|1055|1
2165705634|dinger szn|61|230|1
158848407|Pauley Perrette|723155|2828|0
576635322|high quality brown pum pum|2812|947|0
2470223480|Dan Bridges|6352|783|1
935845616751607808|Tuytiritero|177|787|0
36789063|Keith Thibault|112|80|1
936783687194161152|Hope|626|1626|1
2936051829|Emma Christine|220|162|1
171182605|MDMD|3272|4236|1
376878044|Obey:rose:|1475|2803|1
42817731|Progressive not liberal|4094|5000|0
2247952680|William L Tunstall|639|4784|1
1566700045|Liz Wise|105|1252|1
45668062|Murr|1040460|1902|0
71028123|rosanne cash|141657|1435|0
25084657|crackerfarm|15131|39|0
380468726|Mike Connolly|8168|2128|0
745820305411584000|Stay Home, Save Lives|73|141|1
2848851623|Jon Bernard|1804|79|1
811414973985550336|Movement for a People’s Party|56354|21848|1
33537967|Amy Klobuchar|1122688|137055|0
918833971|Grandmago|18821|17673|1
948724541056077824|Sailor Goon :crescent_moon:|806|378|1
959396048803368960|folklorewhore|184|1250|1
26800893|TSNE|2091|488|1
780874296461762560|Jewish Antifascists|269|274|1
25001016|Mark Gavin, Sr.|908|2248|0
1967329470|Broadcast Beat|64268|57198|0
893660161109348352|Iris|225|488|0
2724218851|Prerna Jagadeesh|1604|1687|0
337325417|Julia Salazar|43999|2456|0
4562191821|Jaseeka :rose:|1026|3194|1
804015436979277824|Crooked Media|378373|1|0
1123368890829029377|Foxy Menagerie Verre|198079|23|0
